trip_id,driver_id,passenger_count,city,pickup_location,dropoff_location,distance_km,duration_minutes,fare,tip,total_amount,payment_method,vehicle_type,driver_rating,status,timestamp
5bc830cb,DRV-2143,2,New York,LaGuardia Airport,JFK Airport,31.4,92,159.18,8.9,168.08,Cash,Economy,4.6,In Progress,2025-11-17 17:01:02.993832
fb8aefda,DRV-9916,3,San Francisco,Financial District,Marina,7.32,26,17.33,4.07,21.4,Corporate Account,Comfort,4.98,Completed,2025-11-17 17:01:01.807250
df036e22,DRV-8984,3,New York,Manhattan,JFK Airport,3.05,7,31.81,3.39,35.2,Digital Wallet,Premium,4.73,Completed,2025-11-17 17:01:00.539133
24f1fbd1,DRV-1799,4,Los Angeles,Santa Monica,Downtown,30.49,127,76.74,5.29,82.03,Cash,Electric,4.82,In Progress,2025-11-17 17:00:58.579567
fc4f187f,DRV-9538,4,Los Angeles,Downtown,Hollywood,4.93,13,16.41,6.84,23.25,Debit Card,Economy,4.59,Cancelled,2025-11-17 17:00:56.804681
a9b246c3,DRV-4873,2,Miami,Brickell,Downtown,3.1,12,27.14,8.27,35.41,Credit Card,Electric,4.55,Cancelled,2025-11-17 17:00:56.239460
f3ac1eb3,DRV-4246,4,San Francisco,SFO Airport,Marina,22.5,84,42.03,0.0,42.03,Cash,Electric,4.9,Cancelled,2025-11-17 17:00:54.960483
24c478cc,DRV-2451,1,San Francisco,Downtown,Fisherman's Wharf,34.06,125,86.48,2.45,88.93,Cash,Electric,4.86,Cancelled,2025-11-17 17:00:53.698625
0a9b762a,DRV-8234,1,New York,JFK Airport,Queens,29.13,115,56.22,5.96,62.18,Digital Wallet,Premium,4.5,In Progress,2025-11-17 17:00:53.051804
c3fae3ee,DRV-4198,1,Chicago,Navy Pier,Wicker Park,13.69,56,34.67,0.0,34.67,Debit Card,SUV,4.72,Cancelled,2025-11-17 17:00:51.139161
8744e507,DRV-3485,2,New York,Bronx,Brooklyn,32.38,81,73.98,0.0,73.98,Digital Wallet,Electric,4.66,Completed,2025-11-17 17:00:49.842748
45e9090e,DRV-2908,2,New York,JFK Airport,Manhattan,33.14,145,124.33,4.39,128.72,Digital Wallet,Premium,4.51,In Progress,2025-11-17 17:00:48.617646
128c9e2b,DRV-3683,3,San Francisco,Marina,Fisherman's Wharf,24.13,69,63.63,0.0,63.63,Corporate Account,Comfort,4.79,Completed,2025-11-17 17:00:47.126827
a6369738,DRV-4943,3,San Francisco,SFO Airport,Fisherman's Wharf,2.99,8,10.1,0.0,10.1,Credit Card,Economy,4.75,Completed,2025-11-17 17:00:46.357031
296db4f1,DRV-1505,1,Chicago,River North,Lincoln Park,10.64,33,23.32,6.89,30.21,Cash,Premium,4.74,Completed,2025-11-17 17:00:45.092438
733c8818,DRV-3048,3,Miami,MIA Airport,South Beach,23.64,103,52.41,7.73,60.14,Digital Wallet,Premium,4.77,Completed,2025-11-17 17:00:43.110483
2268d1ee,DRV-4630,1,Los Angeles,LAX Airport,Venice Beach,20.85,80,52.06,3.93,55.99,Debit Card,SUV,4.87,Cancelled,2025-11-17 17:00:41.268537
4c81544d,DRV-6812,4,Chicago,Lincoln Park,Loop,14.51,60,27.47,4.29,31.76,Credit Card,SUV,4.83,Completed,2025-11-17 17:00:40.225359
e18e7b1e,DRV-6521,1,New York,Manhattan,Queens,6.39,21,20.25,6.34,26.59,Digital Wallet,Electric,4.61,Completed,2025-11-17 17:00:39.026944
0e994303,DRV-2533,2,New York,Brooklyn,Manhattan,27.47,72,59.18,8.68,67.86,Debit Card,Comfort,4.81,Completed,2025-11-17 17:00:38.280920
3fe60bd6,DRV-7396,2,San Francisco,Financial District,Fisherman's Wharf,5.14,17,14.84,0.0,14.84,Digital Wallet,SUV,4.93,Completed,2025-11-17 17:00:37.411635
c0f3787a,DRV-3346,1,San Francisco,Downtown,SFO Airport,13.6,56,49.46,6.76,56.22,Digital Wallet,SUV,4.74,Completed,2025-11-17 17:00:35.807141
8f7457a7,DRV-6870,1,San Francisco,Marina,Fisherman's Wharf,16.47,44,30.78,7.81,38.59,Credit Card,Electric,4.78,Cancelled,2025-11-17 17:00:34.716637
dae38660,DRV-9104,4,New York,Bronx,JFK Airport,30.78,126,52.46,7.09,59.55,Corporate Account,Economy,4.76,Cancelled,2025-11-17 17:00:33.388749
0feaae4a,DRV-9485,2,New York,LaGuardia Airport,JFK Airport,13.42,34,31.45,3.57,35.02,Credit Card,SUV,4.76,In Progress,2025-11-17 17:00:32.373342
4ccfdbc2,DRV-6697,1,San Francisco,SFO Airport,Downtown,28.76,129,53.14,4.51,57.65,Credit Card,Comfort,4.87,Completed,2025-11-17 17:00:31.673182
71351f55,DRV-2306,2,Miami,Coral Gables,Brickell,26.64,102,175.43,0.0,175.43,Credit Card,Comfort,4.84,In Progress,2025-11-17 17:00:30.587390
0b08845d,DRV-3856,4,San Francisco,Fisherman's Wharf,Marina,28.97,74,59.09,7.17,66.26,Corporate Account,Economy,4.96,In Progress,2025-11-17 17:00:29.823281
1483269f,DRV-3175,1,Chicago,Navy Pier,Loop,16.75,63,32.52,0.0,32.52,Credit Card,Electric,4.88,Cancelled,2025-11-17 17:00:29.065433
e1ae73a8,DRV-3147,1,Los Angeles,Hollywood,Venice Beach,15.7,41,34.49,2.47,36.96,Cash,Comfort,4.79,Completed,2025-11-17 17:00:27.726162
ed4d1886,DRV-9598,4,Los Angeles,Venice Beach,Santa Monica,28.31,93,64.88,8.44,73.32,Corporate Account,Electric,4.97,Completed,2025-11-17 17:00:26.261627
c509c27f,DRV-1041,2,Miami,Downtown,Coral Gables,20.6,84,57.36,0.0,57.36,Credit Card,Electric,4.78,Cancelled,2025-11-17 17:00:25.603302
a18652b2,DRV-8238,2,Los Angeles,LAX Airport,Downtown,22.8,95,53.76,0.0,53.76,Corporate Account,Premium,4.79,Cancelled,2025-11-17 17:00:25.016300
16f9a0d4,DRV-6398,1,Chicago,River North,Lincoln Park,17.92,64,39.87,8.47,48.34,Debit Card,Economy,4.99,Cancelled,2025-11-17 17:00:23.900455
b8906853,DRV-2517,1,San Francisco,Fisherman's Wharf,Marina,15.93,44,47.68,0.0,47.68,Cash,Premium,4.6,In Progress,2025-11-17 17:00:22.120486
ac79e61b,DRV-1841,2,Los Angeles,Santa Monica,Downtown,23.06,88,60.06,4.25,64.31,Corporate Account,SUV,4.73,In Progress,2025-11-17 17:00:21.111962
19929112,DRV-7336,2,Chicago,Navy Pier,O'Hare Airport,26.71,73,45.95,6.14,52.09,Corporate Account,Economy,4.51,In Progress,2025-11-17 17:00:20.584748
9444b32a,DRV-5766,4,Miami,Downtown,South Beach,22.11,69,41.94,9.14,51.08,Corporate Account,Electric,4.95,In Progress,2025-11-17 17:00:19.279934
4e92aac3,DRV-5368,2,New York,Queens,Staten Island,17.11,56,51.04,0.0,51.04,Corporate Account,SUV,4.59,In Progress,2025-11-17 17:00:17.739061
2b88a3c7,DRV-8629,1,Chicago,Navy Pier,O'Hare Airport,12.59,48,32.01,0.0,32.01,Digital Wallet,Comfort,4.92,Cancelled,2025-11-17 17:00:16.321249
dc36c0b4,DRV-6248,2,San Francisco,Downtown,Mission District,29.51,95,87.59,3.65,91.24,Credit Card,SUV,4.6,Cancelled,2025-11-17 17:00:14.959958
b50c5e5c,DRV-2622,3,New York,Bronx,Staten Island,32.74,84,77.85,0.0,77.85,Credit Card,Electric,4.66,In Progress,2025-11-17 17:00:13.409429
d7ccb44a,DRV-6620,1,San Francisco,Financial District,Downtown,18.63,81,133.59,3.17,136.76,Corporate Account,Premium,4.66,Completed,2025-11-17 17:00:11.956736
ff2d8269,DRV-2475,1,New York,JFK Airport,LaGuardia Airport,19.7,76,64.33,0.0,64.33,Cash,Comfort,4.75,Completed,2025-11-17 17:00:11.318372
27c9233c,DRV-6343,3,New York,Staten Island,Brooklyn,10.3,36,33.06,0.0,33.06,Corporate Account,Comfort,4.74,In Progress,2025-11-17 17:00:10.094084
ad9d50b1,DRV-4000,3,San Francisco,Marina,Downtown,22.04,75,47.5,3.58,51.08,Debit Card,Economy,4.8,Cancelled,2025-11-17 17:00:09.304498
9c10f10d,DRV-6060,1,New York,Brooklyn,Bronx,8.92,37,19.66,0.0,19.66,Debit Card,Electric,4.89,Cancelled,2025-11-17 17:00:08.670240
c8d62caa,DRV-5677,3,Miami,MIA Airport,Wynwood,11.01,35,26.74,9.79,36.53,Debit Card,Comfort,4.65,In Progress,2025-11-17 17:00:07.664165
7cfcc2fe,DRV-6407,3,Chicago,Lincoln Park,Navy Pier,31.25,121,141.48,4.36,145.84,Corporate Account,Electric,4.87,Completed,2025-11-17 17:00:06.639835
68698267,DRV-8880,3,Chicago,Navy Pier,Loop,12.91,51,41.57,0.0,41.57,Cash,Premium,4.66,Completed,2025-11-17 17:00:04.968275
860c1907,DRV-9477,2,San Francisco,Marina,Mission District,3.0,8,12.4,0.0,12.4,Credit Card,SUV,4.81,In Progress,2025-11-17 17:00:04.172932
a94caba9,DRV-6927,1,New York,Bronx,Queens,26.71,82,77.23,0.0,77.23,Digital Wallet,Economy,4.56,In Progress,2025-11-17 17:00:03.297269
8ca2de87,DRV-2017,1,Miami,Coral Gables,South Beach,9.85,25,26.71,6.08,32.79,Corporate Account,Economy,4.6,Completed,2025-11-17 17:00:01.927271
5ae9614a,DRV-4930,4,San Francisco,SFO Airport,Downtown,15.57,65,102.59,6.35,108.94,Corporate Account,Comfort,4.94,Cancelled,2025-11-17 17:00:00.209214
cb84a6f7,DRV-9688,3,Miami,MIA Airport,South Beach,11.54,38,30.93,2.92,33.85,Cash,Electric,4.87,In Progress,2025-11-17 16:59:58.265658
197f4c60,DRV-9762,1,Miami,South Beach,Brickell,31.86,79,85.1,3.67,88.77,Debit Card,Premium,4.67,In Progress,2025-11-17 16:59:57.477748
e3a5f3fa,DRV-2920,4,Miami,South Beach,MIA Airport,3.45,13,14.19,0.0,14.19,Debit Card,SUV,4.53,Cancelled,2025-11-17 16:59:56.836948
f4586afc,DRV-6933,1,Miami,MIA Airport,Coral Gables,18.19,53,48.55,3.05,51.6,Credit Card,Electric,4.68,Completed,2025-11-17 16:59:55.673416
bb595dcc,DRV-6526,3,Chicago,Lincoln Park,River North,8.32,33,23.77,8.37,32.14,Corporate Account,Premium,4.7,Completed,2025-11-17 16:59:54.681199
e76a99e7,DRV-8114,2,Miami,Brickell,Wynwood,30.02,76,149.82,3.3,153.12,Cash,Comfort,4.93,In Progress,2025-11-17 16:59:53.150149
3b17380c,DRV-5948,1,Los Angeles,Venice Beach,LAX Airport,10.27,42,27.15,6.11,33.26,Debit Card,Premium,4.57,In Progress,2025-11-17 16:59:52.523971
e6ae5b06,DRV-8652,2,New York,Bronx,Brooklyn,14.0,40,32.21,6.21,38.42,Digital Wallet,Premium,4.92,In Progress,2025-11-17 16:59:50.982443
0b5e66e3,DRV-2537,4,Chicago,O'Hare Airport,Wicker Park,15.31,40,60.01,5.77,65.78,Cash,Economy,4.78,In Progress,2025-11-17 16:59:49.345883
a8cc2061,DRV-8078,4,Los Angeles,Beverly Hills,Downtown,34.26,147,60.24,0.0,60.24,Credit Card,SUV,4.78,Completed,2025-11-17 16:59:48.515582
0926044b,DRV-6887,1,Los Angeles,Venice Beach,Beverly Hills,6.4,23,50.25,0.0,50.25,Cash,SUV,4.79,Cancelled,2025-11-17 16:59:47.568709
2c9aedb5,DRV-6183,1,Chicago,O'Hare Airport,River North,4.18,17,13.86,0.0,13.86,Digital Wallet,Premium,4.66,Completed,2025-11-17 16:59:46.203345
a271b475,DRV-4010,1,Chicago,Lincoln Park,Navy Pier,18.47,73,47.61,7.06,54.67,Cash,Premium,4.85,In Progress,2025-11-17 16:59:44.517521
edc20cb9,DRV-8751,3,Chicago,Lincoln Park,River North,30.22,124,74.75,5.88,80.63,Credit Card,Premium,4.77,Cancelled,2025-11-17 16:59:43.615466
7b87a200,DRV-4933,4,Miami,Brickell,MIA Airport,32.86,141,73.44,0.0,73.44,Digital Wallet,Electric,4.92,Completed,2025-11-17 16:59:42.857016
4ca59b6c,DRV-8727,4,Miami,Coral Gables,Downtown,14.86,65,52.24,6.45,58.69,Corporate Account,Economy,4.8,In Progress,2025-11-17 16:59:41.575356
8e9f6d4f,DRV-1879,4,Chicago,Lincoln Park,O'Hare Airport,27.15,86,53.38,7.2,60.58,Cash,Economy,4.72,In Progress,2025-11-17 16:59:39.758604
fa14515d,DRV-6006,3,Miami,South Beach,MIA Airport,11.72,33,48.86,3.86,52.72,Debit Card,Comfort,4.77,Cancelled,2025-11-17 16:59:38.573208
b266c189,DRV-5171,3,Miami,Wynwood,Downtown,24.94,78,54.46,5.32,59.78,Debit Card,Comfort,4.82,In Progress,2025-11-17 16:59:37.987622
b7fa37c8,DRV-2384,3,Los Angeles,Downtown,Santa Monica,29.76,115,61.07,0.0,61.07,Cash,Premium,4.98,Cancelled,2025-11-17 16:59:37.083151
3ca89e05,DRV-6257,4,Chicago,Lincoln Park,River North,26.05,106,52.54,0.0,52.54,Digital Wallet,SUV,4.64,In Progress,2025-11-17 16:59:35.382048
70ae36ba,DRV-4954,4,Miami,MIA Airport,Wynwood,8.73,38,18.15,7.95,26.1,Digital Wallet,Premium,4.63,In Progress,2025-11-17 16:59:34.588134
6d63259a,DRV-9262,3,Chicago,Wicker Park,Lincoln Park,21.88,93,62.29,0.0,62.29,Corporate Account,Premium,4.76,In Progress,2025-11-17 16:59:32.704960
08e7f4ed,DRV-7393,4,San Francisco,Fisherman's Wharf,Downtown,25.61,85,52.41,9.55,61.96,Digital Wallet,Electric,4.84,In Progress,2025-11-17 16:59:31.018620
12b056ab,DRV-2401,2,San Francisco,Mission District,Financial District,19.0,60,58.14,0.0,58.14,Cash,Electric,4.9,Cancelled,2025-11-17 16:59:29.974915
552e4daa,DRV-7608,4,Chicago,Wicker Park,River North,10.51,26,31.91,5.93,37.84,Corporate Account,Premium,4.73,Completed,2025-11-17 16:59:28.183240
90efcfe1,DRV-6856,3,Chicago,Wicker Park,Loop,16.99,46,55.39,5.5,60.89,Digital Wallet,Electric,4.83,Cancelled,2025-11-17 16:59:26.640055
1594a293,DRV-5318,2,Los Angeles,Venice Beach,Santa Monica,28.17,105,66.28,0.0,66.28,Debit Card,Premium,4.71,Completed,2025-11-17 16:59:25.596620
8c5fe742,DRV-2599,4,Miami,Brickell,Downtown,16.53,48,31.89,0.0,31.89,Credit Card,Premium,4.99,In Progress,2025-11-17 16:59:23.599577
bd655a62,DRV-4537,3,New York,Queens,Brooklyn,24.45,75,48.38,0.0,48.38,Digital Wallet,Economy,4.65,In Progress,2025-11-17 16:59:22.664904
ca8a7da4,DRV-2528,1,Chicago,O'Hare Airport,Loop,21.68,56,67.69,0.0,67.69,Debit Card,Comfort,4.73,Cancelled,2025-11-17 16:59:22.073257
5e5913f9,DRV-5460,3,Miami,Coral Gables,Wynwood,31.3,126,53.6,5.64,59.24,Corporate Account,Premium,4.85,In Progress,2025-11-17 16:59:20.115809
8f4f708c,DRV-2956,1,Los Angeles,LAX Airport,Hollywood,31.38,131,84.31,0.0,84.31,Credit Card,Premium,4.59,Completed,2025-11-17 16:59:19.595914
a258db45,DRV-8614,1,Los Angeles,Downtown,LAX Airport,18.74,55,45.27,2.54,47.81,Digital Wallet,Premium,4.69,Cancelled,2025-11-17 16:59:18.190003
f719299a,DRV-9428,1,Chicago,Wicker Park,Lincoln Park,12.98,54,35.26,9.93,45.19,Corporate Account,Economy,4.77,In Progress,2025-11-17 16:59:16.275807
f1a7a021,DRV-9717,4,New York,LaGuardia Airport,Bronx,16.71,68,50.91,8.24,59.15,Credit Card,Economy,4.75,Cancelled,2025-11-17 16:59:15.636285
f3cdc4b6,DRV-2993,1,New York,Bronx,Manhattan,26.48,110,79.5,0.0,79.5,Corporate Account,Premium,4.86,Cancelled,2025-11-17 16:59:14.205567
d4b4d155,DRV-1123,4,Chicago,River North,Loop,15.88,66,41.21,9.45,50.66,Digital Wallet,Premium,4.94,In Progress,2025-11-17 16:59:13.653153
c453b56c,DRV-1448,4,Chicago,River North,Lincoln Park,25.25,105,48.2,0.0,48.2,Credit Card,Electric,4.71,In Progress,2025-11-17 16:59:13.006276
7397497d,DRV-5060,3,Los Angeles,LAX Airport,Downtown,8.7,26,21.03,5.15,26.18,Cash,Economy,4.75,Cancelled,2025-11-17 16:59:11.302953
80d4b50c,DRV-4679,2,Los Angeles,Venice Beach,Hollywood,12.45,48,33.02,7.94,40.96,Digital Wallet,Electric,4.8,Completed,2025-11-17 16:59:09.863004
2f83cb37,DRV-4696,3,Chicago,Loop,Navy Pier,27.57,75,99.58,0.0,99.58,Cash,Electric,4.72,Completed,2025-11-17 16:59:09.190387
458ebfb8,DRV-2797,3,Los Angeles,Venice Beach,LAX Airport,30.13,87,93.56,5.32,98.88,Corporate Account,Electric,4.66,Cancelled,2025-11-17 16:59:07.772420
79430804,DRV-3539,3,Miami,Brickell,Coral Gables,3.13,10,11.23,8.71,19.94,Corporate Account,Comfort,4.64,In Progress,2025-11-17 16:59:07.125626
1af96802,DRV-2525,1,Miami,Brickell,South Beach,9.08,28,67.18,0.0,67.18,Cash,Electric,4.81,In Progress,2025-11-17 16:59:06.544453
0eed67d4,DRV-3729,2,San Francisco,Fisherman's Wharf,Financial District,25.34,99,65.25,0.0,65.25,Cash,Premium,4.59,Completed,2025-11-17 16:59:05.414133
e4a88b3d,DRV-4386,2,Chicago,Navy Pier,O'Hare Airport,13.65,35,38.06,9.83,47.89,Digital Wallet,Premium,4.64,Completed,2025-11-17 16:59:04.781171
5cab2522,DRV-1586,1,San Francisco,Financial District,Mission District,12.1,38,24.09,6.33,30.42,Cash,Premium,4.58,Cancelled,2025-11-17 16:59:03.489437
30a2dc21,DRV-6993,2,Miami,Wynwood,Coral Gables,10.77,29,27.85,0.0,27.85,Debit Card,Premium,4.68,Cancelled,2025-11-17 16:59:02.100107
c850ef03,DRV-6079,1,San Francisco,SFO Airport,Financial District,3.94,10,16.49,7.03,23.52,Digital Wallet,Premium,4.76,In Progress,2025-11-17 16:59:01.134219
24e15932,DRV-7994,4,Los Angeles,Hollywood,LAX Airport,21.48,70,49.99,6.83,56.82,Corporate Account,Electric,4.65,In Progress,2025-11-17 16:59:00.356283
0d7945db,DRV-3999,2,San Francisco,SFO Airport,Downtown,5.61,17,17.0,0.0,17.0,Corporate Account,SUV,4.7,Cancelled,2025-11-17 16:58:58.719367
b9f762b3,DRV-1890,3,Miami,South Beach,Downtown,25.87,112,57.97,4.59,62.56,Debit Card,Electric,4.73,Cancelled,2025-11-17 16:58:58.019182
7f90a1ad,DRV-6007,2,New York,LaGuardia Airport,Bronx,3.16,10,12.66,7.04,19.7,Credit Card,SUV,4.74,Cancelled,2025-11-17 16:58:56.621883
c1cc09ef,DRV-3506,3,Chicago,Lincoln Park,Navy Pier,20.01,76,108.02,0.0,108.02,Credit Card,Comfort,4.82,In Progress,2025-11-17 16:58:54.973266
771adca8,DRV-9477,2,Los Angeles,LAX Airport,Santa Monica,5.46,19,14.94,7.27,22.21,Credit Card,Electric,4.73,Cancelled,2025-11-17 16:58:54.013039
876efd80,DRV-1144,1,Chicago,Loop,Wicker Park,6.31,17,21.14,0.0,21.14,Cash,SUV,4.55,Completed,2025-11-17 16:58:53.481469
31a47645,DRV-2395,2,Miami,Coral Gables,Wynwood,30.61,79,89.95,3.86,93.81,Digital Wallet,SUV,4.96,Completed,2025-11-17 16:58:51.603792
9b6d8dec,DRV-4213,1,Miami,Wynwood,Brickell,14.66,60,37.86,8.3,46.16,Corporate Account,SUV,4.66,Cancelled,2025-11-17 16:58:50.766450
123e8d0b,DRV-9464,4,New York,Queens,Manhattan,24.25,101,70.58,3.06,73.64,Corporate Account,Electric,4.91,Cancelled,2025-11-17 16:58:49.956540
436dc6e5,DRV-3669,3,Chicago,Lincoln Park,River North,23.11,87,86.4,6.38,92.78,Corporate Account,Premium,4.63,Completed,2025-11-17 16:58:49.007657
13fbc939,DRV-2702,2,San Francisco,Downtown,Financial District,3.09,8,29.2,0.0,29.2,Debit Card,Comfort,4.63,Completed,2025-11-17 16:58:48.286123
afa55e55,DRV-8648,1,New York,Bronx,LaGuardia Airport,8.14,27,27.55,8.34,35.89,Credit Card,Economy,4.78,Cancelled,2025-11-17 16:58:46.957528
2b4d206c,DRV-1550,2,New York,LaGuardia Airport,Staten Island,12.65,49,37.54,2.09,39.63,Cash,Economy,4.63,Cancelled,2025-11-17 16:58:45.278589
c418661f,DRV-7811,1,Miami,South Beach,Wynwood,10.1,31,34.44,9.56,44.0,Credit Card,SUV,4.91,In Progress,2025-11-17 16:58:43.776753
7176673b,DRV-7848,2,Los Angeles,Beverly Hills,Santa Monica,34.53,86,87.5,8.23,95.73,Debit Card,Premium,4.74,Cancelled,2025-11-17 16:58:42.914520
f319c992,DRV-1090,4,San Francisco,Financial District,Fisherman's Wharf,13.0,51,36.66,0.0,36.66,Corporate Account,Economy,4.71,Completed,2025-11-17 16:58:42.211088
e0a5cc22,DRV-5782,2,San Francisco,SFO Airport,Mission District,29.94,85,118.51,9.59,128.1,Debit Card,Electric,4.64,Completed,2025-11-17 16:58:40.840895
350f8435,DRV-2852,3,New York,LaGuardia Airport,Brooklyn,32.81,126,147.39,0.0,147.39,Credit Card,Comfort,4.51,In Progress,2025-11-17 16:58:39.731169
85876441,DRV-4589,1,San Francisco,Marina,Downtown,5.87,20,15.54,0.0,15.54,Debit Card,SUV,4.53,Completed,2025-11-17 16:58:38.810773
442ae098,DRV-6656,1,Los Angeles,LAX Airport,Hollywood,33.47,108,89.21,0.0,89.21,Corporate Account,Comfort,4.52,Completed,2025-11-17 16:58:37.391743
c3804248,DRV-8361,2,Miami,Coral Gables,Brickell,8.06,21,19.48,9.61,29.09,Debit Card,Premium,4.84,In Progress,2025-11-17 16:58:36.067174
b91eb6ce,DRV-6344,1,Chicago,Wicker Park,O'Hare Airport,11.23,32,36.47,9.45,45.92,Corporate Account,SUV,4.72,Completed,2025-11-17 16:58:34.744390
2d0a2df2,DRV-8219,1,Chicago,O'Hare Airport,Wicker Park,12.48,54,42.14,0.0,42.14,Corporate Account,Economy,4.86,In Progress,2025-11-17 16:58:33.277689
1cf6e26d,DRV-6814,3,San Francisco,Fisherman's Wharf,Mission District,11.07,44,27.9,0.0,27.9,Digital Wallet,Economy,4.71,Completed,2025-11-17 16:58:31.842486
e348c207,DRV-1651,3,New York,Brooklyn,Queens,23.63,105,54.33,0.0,54.33,Digital Wallet,Economy,4.84,In Progress,2025-11-17 16:58:30.242866
c2928c60,DRV-3813,4,New York,Staten Island,LaGuardia Airport,17.84,59,112.0,5.39,117.39,Corporate Account,Economy,4.7,In Progress,2025-11-17 16:58:29.624084
0984f1db,DRV-2606,1,Miami,MIA Airport,Brickell,30.51,134,85.05,0.0,85.05,Corporate Account,Premium,4.98,Cancelled,2025-11-17 16:58:28.550096
bac4b2bd,DRV-2924,4,Miami,Downtown,MIA Airport,3.57,14,13.22,0.0,13.22,Credit Card,Economy,4.88,Cancelled,2025-11-17 16:58:27.404659
c384b91e,DRV-1661,3,New York,Manhattan,Staten Island,29.66,78,79.5,0.0,79.5,Corporate Account,Premium,4.82,Completed,2025-11-17 16:58:26.373083
54d8d187,DRV-8147,3,Chicago,Navy Pier,Wicker Park,32.69,94,57.5,9.9,67.4,Corporate Account,SUV,4.78,Completed,2025-11-17 16:58:24.608687
233283e4,DRV-3090,1,Los Angeles,Santa Monica,Downtown,12.96,50,43.31,4.06,47.37,Digital Wallet,Premium,4.78,Completed,2025-11-17 16:58:22.875384
213528a3,DRV-9701,4,Miami,Brickell,MIA Airport,28.41,117,73.22,6.35,79.57,Corporate Account,Electric,4.83,Completed,2025-11-17 16:58:21.145307
f5b149dd,DRV-4451,3,San Francisco,Financial District,Downtown,3.52,11,11.84,3.16,15.0,Digital Wallet,Electric,4.61,In Progress,2025-11-17 16:58:20.131212
26164d54,DRV-7660,2,Los Angeles,Downtown,Hollywood,32.26,100,69.28,7.29,76.57,Digital Wallet,Comfort,4.9,Completed,2025-11-17 16:58:19.389073
cde8aa65,DRV-7193,2,Los Angeles,Venice Beach,Beverly Hills,16.09,50,54.99,6.7,61.69,Digital Wallet,Economy,4.98,Cancelled,2025-11-17 16:58:17.689240
020c23ce,DRV-9824,1,Los Angeles,Hollywood,Beverly Hills,20.17,69,36.18,0.0,36.18,Cash,Electric,4.91,Cancelled,2025-11-17 16:58:16.743026
d0500a94,DRV-5257,4,New York,Bronx,Brooklyn,20.68,72,53.78,8.49,62.27,Debit Card,Economy,4.69,Cancelled,2025-11-17 16:58:15.803446
256067a4,DRV-2101,1,San Francisco,Financial District,Fisherman's Wharf,17.06,68,125.71,2.05,127.76,Credit Card,Comfort,4.76,In Progress,2025-11-17 16:58:14.134324
8bead79f,DRV-6132,4,San Francisco,Mission District,Financial District,17.56,44,38.31,0.0,38.31,Corporate Account,SUV,4.77,In Progress,2025-11-17 16:58:13.028162
52ae2166,DRV-8641,4,San Francisco,Financial District,Mission District,33.19,126,170.86,6.48,177.34,Debit Card,SUV,4.65,Completed,2025-11-17 16:58:11.389426
7e4af3c9,DRV-2514,2,San Francisco,Financial District,Mission District,15.61,44,32.21,0.0,32.21,Digital Wallet,Economy,4.95,Cancelled,2025-11-17 16:58:10.061638
31547835,DRV-1638,4,Los Angeles,Downtown,LAX Airport,16.86,53,42.05,0.0,42.05,Cash,SUV,4.92,Cancelled,2025-11-17 16:58:08.459385
98574849,DRV-3108,1,San Francisco,Mission District,Marina,21.71,55,50.16,0.0,50.16,Debit Card,Economy,4.97,In Progress,2025-11-17 16:58:07.305283
d5cab4b9,DRV-6854,3,New York,Staten Island,LaGuardia Airport,11.71,42,81.62,0.0,81.62,Corporate Account,Premium,4.91,In Progress,2025-11-17 16:58:05.574607
69ae9abe,DRV-6098,1,San Francisco,Mission District,Downtown,22.44,78,64.28,9.42,73.7,Credit Card,Economy,4.99,Completed,2025-11-17 16:58:04.218536
97298ceb,DRV-1379,3,Los Angeles,Beverly Hills,Downtown,28.14,100,67.41,6.85,74.26,Corporate Account,Premium,4.87,Cancelled,2025-11-17 16:58:03.008895
405e8f5f,DRV-3765,3,Los Angeles,Venice Beach,LAX Airport,11.41,32,34.08,0.0,34.08,Digital Wallet,SUV,4.54,Cancelled,2025-11-17 16:58:01.348317
504e7b6f,DRV-2787,3,New York,LaGuardia Airport,Staten Island,3.89,15,14.08,8.46,22.54,Corporate Account,SUV,4.55,In Progress,2025-11-17 16:57:59.501962
329f76cf,DRV-4708,3,Chicago,Loop,Navy Pier,9.26,26,19.97,9.78,29.75,Credit Card,Premium,4.89,Cancelled,2025-11-17 16:57:58.256752
c74fb658,DRV-2271,2,Los Angeles,Santa Monica,Beverly Hills,30.75,129,63.94,7.47,71.41,Debit Card,Premium,5.0,In Progress,2025-11-17 16:57:56.473370
f3ed86e5,DRV-7927,2,Chicago,Lincoln Park,Loop,32.06,121,54.8,5.96,60.76,Digital Wallet,Electric,4.53,Cancelled,2025-11-17 16:57:55.315623
e5107c5d,DRV-7141,2,Chicago,O'Hare Airport,Navy Pier,21.67,68,49.03,0.0,49.03,Debit Card,Economy,4.9,In Progress,2025-11-17 16:57:54.739214
e3e3c018,DRV-7306,2,Miami,South Beach,Coral Gables,7.28,30,17.95,6.89,24.84,Cash,Comfort,4.84,Cancelled,2025-11-17 16:57:53.641090
737a3692,DRV-6618,2,Chicago,Navy Pier,Lincoln Park,21.62,69,49.04,3.17,52.21,Cash,Electric,4.52,In Progress,2025-11-17 16:57:52.905244
d871ee44,DRV-6703,3,Chicago,Wicker Park,River North,2.07,8,11.03,0.0,11.03,Cash,Economy,4.96,Completed,2025-11-17 16:57:52.059943
